5964,7026c5964,7026
< ID:10, Address:0, Data:2, Time:6596
< ID:11, Address:0, Data:96, Time:6597
< ID:10, Address:0, Data:2, Time:6598
< ID:11, Address:0, Data:101, Time:6599
< ID:10, Address:0, Data:1, Time:6600
< ID:11, Address:0, Data:105, Time:6601
< ID:10, Address:0, Data:2, Time:6602
< ID:11, Address:0, Data:112, Time:6603
< ID:10, Address:0, Data:2, Time:6604
< ID:11, Address:0, Data:116, Time:6605
< ID:10, Address:0, Data:2, Time:6606
< ID:11, Address:0, Data:117, Time:6607
< ID:10, Address:0, Data:1, Time:6608
< ID:11, Address:0, Data:142, Time:6609
< ID:10, Address:0, Data:1, Time:6610
< ID:11, Address:0, Data:145, Time:6611
< ID:10, Address:0, Data:1, Time:6612
< ID:11, Address:0, Data:146, Time:6613
< ID:10, Address:0, Data:2, Time:6614
< ID:11, Address:0, Data:155, Time:6615
< ID:10, Address:0, Data:2, Time:6616
< ID:11, Address:0, Data:162, Time:6617
< ID:10, Address:0, Data:1, Time:6618
< ID:11, Address:0, Data:169, Time:6619
< ID:10, Address:0, Data:3, Time:6620
< ID:11, Address:0, Data:177, Time:6621
< ID:10, Address:0, Data:2, Time:6622
< ID:11, Address:0, Data:183, Time:6623
< ID:10, Address:0, Data:2, Time:6624
< ID:11, Address:0, Data:191, Time:6625
< ID:10, Address:0, Data:2, Time:6626
< ID:11, Address:0, Data:200, Time:6627
< ID:10, Address:0, Data:2, Time:6628
< ID:11, Address:0, Data:207, Time:6629
< ID:10, Address:0, Data:2, Time:6630
< ID:11, Address:0, Data:220, Time:6631
< ID:10, Address:0, Data:1, Time:6632
< ID:11, Address:0, Data:226, Time:6633
< ID:10, Address:0, Data:2, Time:6634
< ID:11, Address:0, Data:231, Time:6635
< ID:10, Address:0, Data:2, Time:6636
< ID:11, Address:0, Data:240, Time:6637
< ID:10, Address:0, Data:1, Time:6638
< ID:11, Address:0, Data:247, Time:6639
< ID:10, Address:0, Data:2, Time:6640
< ID:11, Address:0, Data:254, Time:6641
< ID:10, Address:0, Data:2, Time:6642
< ID:8, Address:0, Data:2790, Time:6643
< ID:9, Address:0, Data:2797, Time:6644
< ID:11, Address:0, Data:19, Time:6645
< ID:10, Address:0, Data:2, Time:6646
< ID:11, Address:0, Data:29, Time:6647
< ID:10, Address:0, Data:1, Time:6648
< ID:11, Address:0, Data:69, Time:6649
< ID:10, Address:0, Data:1, Time:6650
< ID:11, Address:0, Data:105, Time:6651
< ID:10, Address:0, Data:2, Time:6652
< ID:11, Address:0, Data:116, Time:6653
< ID:10, Address:0, Data:2, Time:6654
< ID:11, Address:0, Data:149, Time:6655
< ID:10, Address:0, Data:1, Time:6656
< ID:11, Address:0, Data:225, Time:6657
< ID:10, Address:0, Data:2, Time:6658
< ID:8, Address:0, Data:2797, Time:6659
< ID:9, Address:0, Data:2802, Time:6660
< ID:11, Address:0, Data:27, Time:6661
< ID:10, Address:0, Data:2, Time:6662
< ID:11, Address:0, Data:29, Time:6663
< ID:10, Address:0, Data:1, Time:6664
< ID:11, Address:0, Data:82, Time:6665
< ID:10, Address:0, Data:2, Time:6666
< ID:11, Address:0, Data:105, Time:6667
< ID:10, Address:0, Data:2, Time:6668
< ID:11, Address:0, Data:213, Time:6669
< ID:10, Address:0, Data:2, Time:6670
< ID:8, Address:0, Data:2850, Time:6671
< ID:9, Address:0, Data:2851, Time:6672
< ID:11, Address:0, Data:145, Time:6673
< ID:10, Address:0, Data:1, Time:6674
< ID:8, Address:0, Data:2851, Time:6675
< ID:9, Address:0, Data:2861, Time:6676
< ID:11, Address:0, Data:5, Time:6677
< ID:10, Address:0, Data:2, Time:6678
< ID:11, Address:0, Data:19, Time:6679
< ID:10, Address:0, Data:2, Time:6680
< ID:11, Address:0, Data:29, Time:6681
< ID:10, Address:0, Data:1, Time:6682
< ID:11, Address:0, Data:72, Time:6683
< ID:10, Address:0, Data:2, Time:6684
< ID:11, Address:0, Data:101, Time:6685
< ID:10, Address:0, Data:1, Time:6686
< ID:11, Address:0, Data:105, Time:6687
< ID:10, Address:0, Data:2, Time:6688
< ID:11, Address:0, Data:117, Time:6689
< ID:10, Address:0, Data:1, Time:6690
< ID:11, Address:0, Data:178, Time:6691
< ID:10, Address:0, Data:2, Time:6692
< ID:11, Address:0, Data:214, Time:6693
< ID:10, Address:0, Data:2, Time:6694
< ID:11, Address:0, Data:225, Time:6695
< ID:10, Address:0, Data:2, Time:6696
< ID:8, Address:0, Data:2863, Time:6697
< ID:9, Address:0, Data:2866, Time:6698
< ID:11, Address:0, Data:5, Time:6699
< ID:10, Address:0, Data:2, Time:6700
< ID:11, Address:0, Data:39, Time:6701
< ID:10, Address:0, Data:2, Time:6702
< ID:11, Address:0, Data:250, Time:6703
< ID:10, Address:0, Data:1, Time:6704
< ID:8, Address:0, Data:2866, Time:6705
< ID:9, Address:0, Data:2868, Time:6706
< ID:11, Address:0, Data:84, Time:6707
< ID:10, Address:0, Data:2, Time:6708
< ID:11, Address:0, Data:101, Time:6709
< ID:10, Address:0, Data:1, Time:6710
< ID:8, Address:0, Data:2877, Time:6711
< ID:9, Address:0, Data:2903, Time:6712
< ID:11, Address:0, Data:7, Time:6713
< ID:10, Address:0, Data:3, Time:6714
< ID:11, Address:0, Data:10, Time:6715
< ID:10, Address:0, Data:1, Time:6716
< ID:11, Address:0, Data:19, Time:6717
< ID:10, Address:0, Data:2, Time:6718
< ID:11, Address:0, Data:20, Time:6719
< ID:10, Address:0, Data:2, Time:6720
< ID:11, Address:0, Data:21, Time:6721
< ID:10, Address:0, Data:2, Time:6722
< ID:11, Address:0, Data:29, Time:6723
< ID:10, Address:0, Data:1, Time:6724
< ID:11, Address:0, Data:37, Time:6725
< ID:10, Address:0, Data:127, Time:6726
< ID:12, Address:37, Data:3, Time:6727
< ID:11, Address:0, Data:45, Time:6728
< ID:10, Address:0, Data:2, Time:6729
< ID:11, Address:0, Data:47, Time:6730
< ID:10, Address:0, Data:2, Time:6731
< ID:11, Address:0, Data:63, Time:6732
< ID:10, Address:0, Data:2, Time:6733
< ID:11, Address:0, Data:66, Time:6734
< ID:10, Address:0, Data:1, Time:6735
< ID:11, Address:0, Data:73, Time:6736
< ID:10, Address:0, Data:2, Time:6737
< ID:11, Address:0, Data:96, Time:6738
< ID:10, Address:0, Data:2, Time:6739
< ID:11, Address:0, Data:98, Time:6740
< ID:10, Address:0, Data:2, Time:6741
< ID:11, Address:0, Data:101, Time:6742
< ID:10, Address:0, Data:1, Time:6743
< ID:11, Address:0, Data:103, Time:6744
< ID:10, Address:0, Data:2, Time:6745
< ID:11, Address:0, Data:128, Time:6746
< ID:10, Address:0, Data:2, Time:6747
< ID:11, Address:0, Data:130, Time:6748
< ID:10, Address:0, Data:2, Time:6749
< ID:11, Address:0, Data:145, Time:6750
< ID:10, Address:0, Data:1, Time:6751
< ID:11, Address:0, Data:150, Time:6752
< ID:10, Address:0, Data:2, Time:6753
< ID:11, Address:0, Data:203, Time:6754
< ID:10, Address:0, Data:2, Time:6755
< ID:11, Address:0, Data:206, Time:6756
< ID:10, Address:0, Data:2, Time:6757
< ID:11, Address:0, Data:214, Time:6758
< ID:10, Address:0, Data:2, Time:6759
< ID:11, Address:0, Data:216, Time:6760
< ID:10, Address:0, Data:2, Time:6761
< ID:11, Address:0, Data:224, Time:6762
< ID:10, Address:0, Data:2, Time:6763
< ID:11, Address:0, Data:233, Time:6764
< ID:10, Address:0, Data:2, Time:6765
< ID:8, Address:0, Data:2903, Time:6766
< ID:9, Address:0, Data:2917, Time:6767
< ID:11, Address:0, Data:19, Time:6768
< ID:10, Address:0, Data:2, Time:6769
< ID:11, Address:0, Data:21, Time:6770
< ID:10, Address:0, Data:2, Time:6771
< ID:11, Address:0, Data:29, Time:6772
< ID:10, Address:0, Data:1, Time:6773
< ID:11, Address:0, Data:34, Time:6774
< ID:10, Address:0, Data:2, Time:6775
< ID:11, Address:0, Data:75, Time:6776
< ID:10, Address:0, Data:2, Time:6777
< ID:11, Address:0, Data:87, Time:6778
< ID:10, Address:0, Data:1, Time:6779
< ID:11, Address:0, Data:101, Time:6780
< ID:10, Address:0, Data:1, Time:6781
< ID:11, Address:0, Data:105, Time:6782
< ID:10, Address:0, Data:2, Time:6783
< ID:11, Address:0, Data:116, Time:6784
< ID:10, Address:0, Data:2, Time:6785
< ID:11, Address:0, Data:117, Time:6786
< ID:10, Address:0, Data:1, Time:6787
< ID:11, Address:0, Data:155, Time:6788
< ID:10, Address:0, Data:2, Time:6789
< ID:11, Address:0, Data:207, Time:6790
< ID:10, Address:0, Data:2, Time:6791
< ID:11, Address:0, Data:221, Time:6792
< ID:10, Address:0, Data:1, Time:6793
< ID:11, Address:0, Data:252, Time:6794
< ID:10, Address:0, Data:2, Time:6795
< ID:8, Address:0, Data:2917, Time:6796
< ID:9, Address:0, Data:2918, Time:6797
< ID:11, Address:0, Data:221, Time:6798
< ID:10, Address:0, Data:1, Time:6799
< ID:8, Address:0, Data:2918, Time:6800
< ID:9, Address:0, Data:2921, Time:6801
< ID:11, Address:0, Data:101, Time:6802
< ID:10, Address:0, Data:1, Time:6803
< ID:11, Address:0, Data:198, Time:6804
< ID:10, Address:0, Data:1, Time:6805
< ID:11, Address:0, Data:221, Time:6806
< ID:10, Address:0, Data:1, Time:6807
< ID:8, Address:0, Data:2929, Time:6808
< ID:9, Address:0, Data:2930, Time:6809
< ID:11, Address:0, Data:145, Time:6810
< ID:10, Address:0, Data:1, Time:6811
< ID:8, Address:0, Data:2930, Time:6812
< ID:9, Address:0, Data:2931, Time:6813
< ID:11, Address:0, Data:29, Time:6814
< ID:10, Address:0, Data:1, Time:6815
< ID:8, Address:0, Data:2931, Time:6816
< ID:9, Address:0, Data:2954, Time:6817
< ID:11, Address:0, Data:21, Time:6818
< ID:10, Address:0, Data:2, Time:6819
< ID:11, Address:0, Data:22, Time:6820
< ID:10, Address:0, Data:2, Time:6821
< ID:11, Address:0, Data:29, Time:6822
< ID:10, Address:0, Data:1, Time:6823
< ID:11, Address:0, Data:45, Time:6824
< ID:10, Address:0, Data:2, Time:6825
< ID:11, Address:0, Data:67, Time:6826
< ID:10, Address:0, Data:2, Time:6827
< ID:11, Address:0, Data:72, Time:6828
< ID:10, Address:0, Data:2, Time:6829
< ID:11, Address:0, Data:96, Time:6830
< ID:10, Address:0, Data:2, Time:6831
< ID:11, Address:0, Data:98, Time:6832
< ID:10, Address:0, Data:2, Time:6833
< ID:11, Address:0, Data:105, Time:6834
< ID:10, Address:0, Data:2, Time:6835
< ID:11, Address:0, Data:112, Time:6836
< ID:10, Address:0, Data:2, Time:6837
< ID:11, Address:0, Data:123, Time:6838
< ID:10, Address:0, Data:2, Time:6839
< ID:11, Address:0, Data:128, Time:6840
< ID:10, Address:0, Data:2, Time:6841
< ID:11, Address:0, Data:138, Time:6842
< ID:10, Address:0, Data:2, Time:6843
< ID:11, Address:0, Data:141, Time:6844
< ID:10, Address:0, Data:1, Time:6845
< ID:11, Address:0, Data:144, Time:6846
< ID:10, Address:0, Data:2, Time:6847
< ID:11, Address:0, Data:145, Time:6848
< ID:10, Address:0, Data:1, Time:6849
< ID:11, Address:0, Data:159, Time:6850
< ID:10, Address:0, Data:2, Time:6851
< ID:11, Address:0, Data:183, Time:6852
< ID:10, Address:0, Data:2, Time:6853
< ID:11, Address:0, Data:198, Time:6854
< ID:10, Address:0, Data:1, Time:6855
< ID:11, Address:0, Data:203, Time:6856
< ID:10, Address:0, Data:2, Time:6857
< ID:11, Address:0, Data:214, Time:6858
< ID:10, Address:0, Data:2, Time:6859
< ID:11, Address:0, Data:215, Time:6860
< ID:10, Address:0, Data:2, Time:6861
< ID:11, Address:0, Data:248, Time:6862
< ID:10, Address:0, Data:2, Time:6863
< ID:8, Address:0, Data:2954, Time:6864
< ID:9, Address:0, Data:2972, Time:6865
< ID:11, Address:0, Data:10, Time:6866
< ID:10, Address:0, Data:1, Time:6867
< ID:11, Address:0, Data:19, Time:6868
< ID:10, Address:0, Data:2, Time:6869
< ID:11, Address:0, Data:29, Time:6870
< ID:10, Address:0, Data:1, Time:6871
< ID:11, Address:0, Data:31, Time:6872
< ID:10, Address:0, Data:1, Time:6873
< ID:11, Address:0, Data:42, Time:6874
< ID:10, Address:0, Data:2, Time:6875
< ID:11, Address:0, Data:45, Time:6876
< ID:10, Address:0, Data:2, Time:6877
< ID:11, Address:0, Data:56, Time:6878
< ID:10, Address:0, Data:1, Time:6879
< ID:11, Address:0, Data:68, Time:6880
< ID:10, Address:0, Data:2, Time:6881
< ID:11, Address:0, Data:114, Time:6882
< ID:10, Address:0, Data:2, Time:6883
< ID:11, Address:0, Data:145, Time:6884
< ID:10, Address:0, Data:1, Time:6885
< ID:11, Address:0, Data:150, Time:6886
< ID:10, Address:0, Data:2, Time:6887
< ID:11, Address:0, Data:155, Time:6888
< ID:10, Address:0, Data:2, Time:6889
< ID:11, Address:0, Data:164, Time:6890
< ID:10, Address:0, Data:2, Time:6891
< ID:11, Address:0, Data:187, Time:6892
< ID:10, Address:0, Data:2, Time:6893
< ID:11, Address:0, Data:206, Time:6894
< ID:10, Address:0, Data:2, Time:6895
< ID:11, Address:0, Data:207, Time:6896
< ID:10, Address:0, Data:2, Time:6897
< ID:11, Address:0, Data:220, Time:6898
< ID:10, Address:0, Data:1, Time:6899
< ID:11, Address:0, Data:232, Time:6900
< ID:10, Address:0, Data:2, Time:6901
< ID:8, Address:0, Data:2972, Time:6902
< ID:9, Address:0, Data:2973, Time:6903
< ID:11, Address:0, Data:117, Time:6904
< ID:10, Address:0, Data:1, Time:6905
< ID:8, Address:0, Data:2973, Time:6906
< ID:9, Address:0, Data:2983, Time:6907
< ID:11, Address:0, Data:3, Time:6908
< ID:10, Address:0, Data:2, Time:6909
< ID:11, Address:0, Data:10, Time:6910
< ID:10, Address:0, Data:1, Time:6911
< ID:11, Address:0, Data:19, Time:6912
< ID:10, Address:0, Data:2, Time:6913
< ID:11, Address:0, Data:29, Time:6914
< ID:10, Address:0, Data:1, Time:6915
< ID:11, Address:0, Data:84, Time:6916
< ID:10, Address:0, Data:2, Time:6917
< ID:11, Address:0, Data:105, Time:6918
< ID:10, Address:0, Data:2, Time:6919
< ID:11, Address:0, Data:183, Time:6920
< ID:10, Address:0, Data:2, Time:6921
< ID:11, Address:0, Data:214, Time:6922
< ID:10, Address:0, Data:2, Time:6923
< ID:11, Address:0, Data:222, Time:6924
< ID:10, Address:0, Data:2, Time:6925
< ID:11, Address:0, Data:231, Time:6926
< ID:10, Address:0, Data:2, Time:6927
< ID:8, Address:0, Data:2983, Time:6928
< ID:9, Address:0, Data:2996, Time:6929
< ID:11, Address:0, Data:29, Time:6930
< ID:10, Address:0, Data:1, Time:6931
< ID:11, Address:0, Data:56, Time:6932
< ID:10, Address:0, Data:1, Time:6933
< ID:11, Address:0, Data:64, Time:6934
< ID:10, Address:0, Data:2, Time:6935
< ID:11, Address:0, Data:74, Time:6936
< ID:10, Address:0, Data:2, Time:6937
< ID:11, Address:0, Data:76, Time:6938
< ID:10, Address:0, Data:2, Time:6939
< ID:11, Address:0, Data:84, Time:6940
< ID:10, Address:0, Data:2, Time:6941
< ID:11, Address:0, Data:145, Time:6942
< ID:10, Address:0, Data:1, Time:6943
< ID:11, Address:0, Data:155, Time:6944
< ID:10, Address:0, Data:2, Time:6945
< ID:11, Address:0, Data:183, Time:6946
< ID:10, Address:0, Data:2, Time:6947
< ID:11, Address:0, Data:198, Time:6948
< ID:10, Address:0, Data:1, Time:6949
< ID:11, Address:0, Data:206, Time:6950
< ID:10, Address:0, Data:2, Time:6951
< ID:11, Address:0, Data:231, Time:6952
< ID:10, Address:0, Data:2, Time:6953
< ID:11, Address:0, Data:254, Time:6954
< ID:10, Address:0, Data:2, Time:6955
< ID:8, Address:0, Data:3011, Time:6956
< ID:9, Address:0, Data:3071, Time:6957
< ID:11, Address:0, Data:3, Time:6958
< ID:10, Address:0, Data:2, Time:6959
< ID:11, Address:0, Data:8, Time:6960
< ID:10, Address:0, Data:1, Time:6961
< ID:11, Address:0, Data:10, Time:6962
< ID:10, Address:0, Data:1, Time:6963
< ID:11, Address:0, Data:11, Time:6964
< ID:10, Address:0, Data:2, Time:6965
< ID:11, Address:0, Data:12, Time:6966
< ID:10, Address:0, Data:2, Time:6967
< ID:11, Address:0, Data:17, Time:6968
< ID:10, Address:0, Data:2, Time:6969
< ID:11, Address:0, Data:19, Time:6970
< ID:10, Address:0, Data:2, Time:6971
< ID:11, Address:0, Data:25, Time:6972
< ID:10, Address:0, Data:3, Time:6973
< ID:11, Address:0, Data:27, Time:6974
< ID:10, Address:0, Data:2, Time:6975
< ID:11, Address:0, Data:29, Time:6976
< ID:10, Address:0, Data:1, Time:6977
< ID:11, Address:0, Data:43, Time:6978
< ID:10, Address:0, Data:2, Time:6979
< ID:11, Address:0, Data:45, Time:6980
< ID:10, Address:0, Data:2, Time:6981
< ID:11, Address:0, Data:56, Time:6982
< ID:10, Address:0, Data:1, Time:6983
< ID:11, Address:0, Data:61, Time:6984
< ID:10, Address:0, Data:2, Time:6985
< ID:11, Address:0, Data:66, Time:6986
< ID:10, Address:0, Data:1, Time:6987
< ID:11, Address:0, Data:68, Time:6988
< ID:10, Address:0, Data:2, Time:6989
< ID:11, Address:0, Data:69, Time:6990
< ID:10, Address:0, Data:1, Time:6991
< ID:11, Address:0, Data:72, Time:6992
< ID:10, Address:0, Data:2, Time:6993
< ID:11, Address:0, Data:73, Time:6994
< ID:10, Address:0, Data:2, Time:6995
< ID:11, Address:0, Data:75, Time:6996
< ID:10, Address:0, Data:2, Time:6997
< ID:11, Address:0, Data:79, Time:6998
< ID:10, Address:0, Data:2, Time:6999
< ID:11, Address:0, Data:84, Time:7000
< ID:10, Address:0, Data:2, Time:7001
< ID:11, Address:0, Data:85, Time:7002
< ID:10, Address:0, Data:2, Time:7003
< ID:11, Address:0, Data:89, Time:7004
< ID:10, Address:0, Data:2, Time:7005
< ID:11, Address:0, Data:93, Time:7006
< ID:10, Address:0, Data:2, Time:7007
< ID:11, Address:0, Data:95, Time:7008
< ID:10, Address:0, Data:2, Time:7009
< ID:11, Address:0, Data:96, Time:7010
< ID:10, Address:0, Data:2, Time:7011
< ID:11, Address:0, Data:101, Time:7012
< ID:10, Address:0, Data:1, Time:7013
< ID:11, Address:0, Data:105, Time:7014
< ID:10, Address:0, Data:2, Time:7015
< ID:11, Address:0, Data:112, Time:7016
< ID:10, Address:0, Data:2, Time:7017
< ID:11, Address:0, Data:116, Time:7018
< ID:10, Address:0, Data:2, Time:7019
< ID:11, Address:0, Data:118, Time:7020
< ID:10, Address:0, Data:2, Time:7021
< ID:11, Address:0, Data:119, Time:7022
< ID:10, Address:0, Data:127, Time:7023
< ID:12, Address:119, Data:3, Time:7024
< ID:11, Address:0, Data:133, Time:7025
---
> ID:12, Address:232, Data:3, Time:5963
> ID:11, Address:0, Data:207, Time:5964
> ID:10, Address:0, Data:2, Time:5965
> ID:11, Address:0, Data:247, Time:5966
> ID:10, Address:0, Data:2, Time:5967
> ID:11, Address:0, Data:5, Time:5968
> ID:10, Address:0, Data:2, Time:5969
> ID:11, Address:0, Data:10, Time:5970
> ID:10, Address:0, Data:1, Time:5971
> ID:11, Address:0, Data:19, Time:5972
> ID:10, Address:0, Data:2, Time:5973
> ID:11, Address:0, Data:29, Time:5974
> ID:10, Address:0, Data:1, Time:5975
> ID:11, Address:0, Data:31, Time:5976
> ID:10, Address:0, Data:1, Time:5977
> ID:11, Address:0, Data:45, Time:5978
> ID:10, Address:0, Data:2, Time:5979
> ID:11, Address:0, Data:70, Time:5980
> ID:10, Address:0, Data:2, Time:5981
> ID:11, Address:0, Data:71, Time:5982
> ID:10, Address:0, Data:2, Time:5983
> ID:11, Address:0, Data:81, Time:5984
> ID:10, Address:0, Data:2, Time:5985
> ID:11, Address:0, Data:98, Time:5986
> ID:10, Address:0, Data:2, Time:5987
> ID:11, Address:0, Data:105, Time:5988
> ID:10, Address:0, Data:2, Time:5989
> ID:11, Address:0, Data:116, Time:5990
> ID:10, Address:0, Data:2, Time:5991
> ID:11, Address:0, Data:117, Time:5992
> ID:10, Address:0, Data:1, Time:5993
> ID:11, Address:0, Data:126, Time:5994
> ID:10, Address:0, Data:2, Time:5995
> ID:11, Address:0, Data:137, Time:5996
> ID:10, Address:0, Data:2, Time:5997
> ID:11, Address:0, Data:145, Time:5998
> ID:10, Address:0, Data:1, Time:5999
> ID:11, Address:0, Data:170, Time:6000
> ID:10, Address:0, Data:2, Time:6001
> ID:11, Address:0, Data:177, Time:6002
> ID:10, Address:0, Data:2, Time:6003
> ID:11, Address:0, Data:191, Time:6004
> ID:10, Address:0, Data:2, Time:6005
> ID:11, Address:0, Data:195, Time:6006
> ID:10, Address:0, Data:2, Time:6007
> ID:11, Address:0, Data:204, Time:6008
> ID:10, Address:0, Data:2, Time:6009
> ID:11, Address:0, Data:214, Time:6010
> ID:10, Address:0, Data:2, Time:6011
> ID:11, Address:0, Data:231, Time:6012
> ID:10, Address:0, Data:2, Time:6013
> ID:11, Address:0, Data:251, Time:6014
> ID:10, Address:0, Data:2, Time:6015
> ID:8, Address:0, Data:2319, Time:6016
> ID:9, Address:0, Data:2322, Time:6017
> ID:11, Address:0, Data:29, Time:6018
> ID:10, Address:0, Data:1, Time:6019
> ID:11, Address:0, Data:63, Time:6020
> ID:10, Address:0, Data:2, Time:6021
> ID:11, Address:0, Data:145, Time:6022
> ID:10, Address:0, Data:1, Time:6023
> ID:8, Address:0, Data:2322, Time:6024
> ID:9, Address:0, Data:2343, Time:6025
> ID:11, Address:0, Data:1, Time:6026
> ID:10, Address:0, Data:2, Time:6027
> ID:11, Address:0, Data:5, Time:6028
> ID:10, Address:0, Data:2, Time:6029
> ID:11, Address:0, Data:9, Time:6030
> ID:10, Address:0, Data:1, Time:6031
> ID:11, Address:0, Data:19, Time:6032
> ID:10, Address:0, Data:2, Time:6033
> ID:11, Address:0, Data:20, Time:6034
> ID:10, Address:0, Data:2, Time:6035
> ID:11, Address:0, Data:29, Time:6036
> ID:10, Address:0, Data:1, Time:6037
> ID:11, Address:0, Data:31, Time:6038
> ID:10, Address:0, Data:1, Time:6039
> ID:11, Address:0, Data:52, Time:6040
> ID:10, Address:0, Data:2, Time:6041
> ID:11, Address:0, Data:56, Time:6042
> ID:10, Address:0, Data:1, Time:6043
> ID:11, Address:0, Data:66, Time:6044
> ID:10, Address:0, Data:1, Time:6045
> ID:11, Address:0, Data:69, Time:6046
> ID:10, Address:0, Data:1, Time:6047
> ID:11, Address:0, Data:74, Time:6048
> ID:10, Address:0, Data:2, Time:6049
> ID:11, Address:0, Data:96, Time:6050
> ID:10, Address:0, Data:2, Time:6051
> ID:11, Address:0, Data:101, Time:6052
> ID:10, Address:0, Data:1, Time:6053
> ID:11, Address:0, Data:105, Time:6054
> ID:10, Address:0, Data:2, Time:6055
> ID:11, Address:0, Data:112, Time:6056
> ID:10, Address:0, Data:2, Time:6057
> ID:11, Address:0, Data:142, Time:6058
